,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
10,Deadpool 2,119.0,"Action,Adventure,Comedy","May 18, 2018",110000000,324591735,786680557,676680557,R,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz, T.J. Miller, Brianna Hildebrand, Karan Soni, Leslie Uggams, Eddie Marsan, Jack Kesy, Bill Skarsgård, Terry Crews, Lewis Tan, Rob Delaney"
11,Thor: Ragnarok,130.0,"Action,Adventure,Comedy","Nov 3, 2017",180000000,315058289,846980024,666980024,PG-13,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Mark Ruffalo, Cate Blanchett, Anthony Hopkins, Benedict Cumberbatch, Idris Elba, Tessa Thompson, Karl Urban, Taika Waititi, Clancy Brown, Ray Stevenson, Jeff Goldblum"
12,Madagascar 3: Europe's Most Wanted,93.0,"Adventure,Animation,Comedy","Jun 8, 2012",145000000,216391482,746921271,601921271,PG,"Conrad Vernon, Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short, Chris Miller, Christopher Knights, Conrad Vernon, Vinnie Jones, Steve Jones, Nick Fletcher, Paz Vega, Frank Welker, Danny Jacobs, Dan O'Connor, Eric Darnell, Stephen Kearin, Emily Nordwind, Asucena Jimenez"
13,Guardians of the Galaxy,121.0,"Action,Adventure,Comedy","Aug 1, 2014",170000000,333172112,770867516,600867516,PG-13,James Gunn (II),"Chris Pratt, Zoe Saldana, Dave Bautista, Lee Pace, Michael Rooker, Karen Gillan, Benicio Del Toro, Djimon Hounsou, John C. Reilly, Glenn Close, Ophelia Lovibond, Gregg Henry, Laura Haddock, Sean Gunn, Peter Serafinowicz, Christopher Fairbank, Krystian Godlewski, Wyatt Oleff, Janis Ahern, Solomon Mousley, Lindsay Morton, Robert Firth, Melia Kreiling, Tom Proctor, Nick Holmes, Max Wrottesley, Stan Lee, Nicole Alexandra Shipley, Sharif Atkins, Brendan Fehr, Tomas Arana, Mikaela Hoover, Emmet Scanlan, Dominic Grant, Spencer Wilding, Alison Lintott, Alexis Rodney, Nathan Fillion, Keeley Forsyth, Frank Gilhooley, Alexis Denisof, Enzo Cilenti, Richard Katz, Enoch Frost, Ronan Summers, Laura Ortiz, Marama Corlett, Rosie Jones, Abidemi Sobande, Alex Rose, Ekaterina Zalitko, Emily Redding, Stephen Blackehart, Jennifer Moylan-Taylor, Bruce MacKinnon, Ralph Ineson, Rob Zombie, Naomi Ryan, John Brotherton, Graham Shiels, James Gunn (II), Doug Robson, Rachel Cullen, Isabella Poynton, Imogen Poynton, David Yarovesky, Miriam Lucia, Vin Diesel, Bradley Cooper, Josh Brolin"
14,Shrek Forever After,93.0,"Adventure,Animation,Comedy","May 21, 2010",165000000,238736787,756244673,591244673,PG,Mike Mitchell,"Mike Myers, Craig Robinson, Kathy Griffin, Lake Bell, Ryan Seacrest, Cody Cameron, Larry King, Regis Philbin, Christopher Knights, Conrad Vernon, Aron Warner, Jasper Johannes Andrews, Ollie Mitchell, Miles Christopher Bakshi, Nina Zoe Bakshi, Billie Hayes, Jeremy Hollingworth, James Ryan, Brian Hopkins, Chris Miller, Mike Mitchell, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Walt Dohrn, Jane Lynch, Mary Kay Place, Kristen Schaal, Meredith Vieira"
15,Sing,108.0,"Animation,Comedy,Family","Dec 21, 2016",75000000,270329045,634454789,559454789,PG,"Garth Jennings, Christophe Lourdelet","John C. Reilly, Jennifer Hudson, Nick Kroll, Beck Bennett, Nick Offerman, Leslie Jones, Rhea Perlman, Laraine Newman, Adam Buxton, Brad Morris, Bill Farmer, Leo Jennings, Oscar Jennings, Caspar Jennings, Asa Jennings, Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson, Taron Egerton, Tori Kelly, Jennifer Saunders, Garth Jennings, Peter Serafinowicz, Jay Pharoah"
16,Monsters University,104.0,"Adventure,Animation,Comedy","Jun 21, 2013",200000000,268488329,743588329,543588329,G,Dan Scanlon,"John Goodman, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Bobby Moynihan, Noah Johnston, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, Beth Behrs, Bob Peterson, John Ratzenberger, Randy Newman, Billy Crystal, Steve Buscemi"
17,The Hangover Part II,102.0,"Comedy,Mystery","May 26, 2011",80000000,254464305,586464305,506464305,R,Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong, Paul Giamatti, Mike Tyson, Jeffrey Tambor, Mason Lee, Jamie Chung, Sasha Barrese, Gillian Vigman, Aroon Seeboonruang, Nirut Sirichanya, Yasmin Lee, Nick Cassavetes, Sondra Currie, Schnitrnunt Busarakamwong, Bryan Callen, Brody Stevens, Nimit Luksameepong, Michael Berry Jr., Andrew Howard, Danai Thiengdham, Thana Srisuke, Pairot Noiply, Penpak Sirikul, Sanita Jai-ua, Chanicha Shindejanichakul, Vithaya Pansringarm, Kim Lee, Palakorn Chaiklang, Palakorn Gunjina, Pongsatorn Sawadchatchawan, Kaweewit Chaikaew, Pure Watanabe, Rattana Janprasit, Jetsada Yuktabutra, Crystal, Tanner Maguire, William A. Johnson, Aedin Mincks, Dylan Boyack, William Jiang, Lynne Kidder, Fred North"
18,Ted,106.0,"Comedy,Fantasy","Jun 29, 2012",50000000,218665740,556016627,506016627,R,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Matt Walsh, Jessica Barth, Aedin Mincks, Bill Smitrovich, Patrick Warburton, Patrick Stewart, Norah Jones, Sam J. Jones, Tom Skerritt, Brett Manley, Ralph Garman, Alex Borstein, John Viener, Laura Vandervoort, Robert Wu, Ginger Gonzaga, Jessica Stroup, Melissa Ordway, Max Harris, T.J. Hourigan, Zane Cowans, Owen Clarke, Kristina Ellery, Katelyn Lorren, Chanty Sok, Sara Fischer, Cassie Djerf, Joe Siriani, Patrick Shea, Henry Penzi, Tania Cabrera, Colton Shires, Viera Andrea Moya, Hajee Kim, Lydia Hannibal, Shawn Thornton, Eric Weinstein, Danny Smith, Mike Nikitas, Robin Hamilton, Johnny Lee Davenport, Christina Everett"
19,Ant-Man and the Wasp,118.0,"Action,Adventure,Comedy","Jul 6, 2018",130000000,216648740,623144660,493144660,PG-13,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Bobby Cannavale, Judy Greer, T.I., David Dastmalchian, Hannah John-Kamen, Abby Ryder Fortson, Randall Park, Michelle Pfeiffer, Laurence Fishburne, Michael Douglas"
20,Logan,94.0,"Comedy,Drama,Family","Mar 3, 2017",127000000,226277068,615461394,488461394,R,James Mangold,"Hugh Jackman, Patrick Stewart, Boyd Holbrook, Stephen Merchant, Dafne Keen, Richard E. Grant, Eriq La Salle, Elise Neal, Elizabeth Rodriguez, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Rey Gallegos, Krzysztof Soszynski, Steve Dunlevy, Daniel Bernhardt, Ryan Sturz, Brandon Melendy, Jeremy Fitzgerald, Luke Hawx, Chris Palermo, Paul Andrew O'Connor, Maureen Brennan, Jayson Genao, Hannah Westerfield, Bryant Tardy, Ashlyn Casalegno, Alison Fernandez, Parker Lovein, Jimmy Gonzales, Dave Davis, Lennie Loftin, Mark Ashworth, James Handy, Bryce Romero, Phi Vu, Chester Rushing, David E. Simpson, Lauren Gros, John Raymond, Vanessa Cloke, Doris Morgado, Katie Anne Mitchell, Lara Grice, James Moses Black, Ned Yousef, Michael Lehr, Baxter Humby, Bryan Sloyer, Daniel Hernández, John Bernecker, Evan D. Taylor, Joe Nin Williams, Toby Holguin, Robert Wu, Han Soto, Rissa Kilar, Salef Celiz, Aidan Kennedy, Nayah Murphy, Chase Cubia, Emma Teo, Vincenzo Lucatorto, Noell Jellison, Kelton DuMont, Damon Carney, Cynthia Woods, Mali O'Connor, Robert Vargas, David Paris"
21,Moana,107.0,"Adventure,Animation,Comedy","Nov 23, 2016",150000000,248757044,637517365,487517365,PG,"Ron Clements, John Musker, Chris Williams (IX), Don Hall","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush"
22,Aladdin,128.0,"Adventure,Comedy,Family","Nov 11, 1992",28000000,217350219,504050219,476050219,PG,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Billy Magnussen, Alan Tudyk, Nasim Pedrad, Navid Negahban, Numan Acar, Kamil Lemieszewski, Nikkita Chadha, Joey Ansah, Bern Collaco, Sophie Carmen-Jones, Adam Collins, Hiten Patel, William Blagrove, Cassie Clare, Amir Boutrous, Amer Chadha-Patel, David Simon, Jag Patel, Amed Hashimi, Robby Haynes, Imran Yusuf, Leslie Kunz, Eric CoCo, Maya Saroya, Ramzan Miah, Amar Adatia, Albert Tang, Michael Herne, Beth Willetts, Mary Cruz, Mario Romano, Jordan Nash, Fran Targ, Spencer Collings, Kevin Matadeen, Feizal Mowlabocus, Sanj Surati, Amrita Jazzmyn, Nick Khan, Andrew Jonas, Minhaz Zee, Charlotte Barnes, Jackson Kai, Adrian Danila, Nicky Andersen, Marisha Wallace, Luke Johnson, Tahir Burhan, Jay Nifaoui, Jagoda Kamov, Hamza Malik, Song-Hung Chang, Svend Emil Jacobsen, Lucas Antoine Starrets, Luke Bell, Yasmin Harrison, Karamvir Athwal, Omari Bernard, Shaj Goku, Koko Basigara, Demi Lee Walker, Nazarene Williams, Blythe Jandoo, Ramzy ElHuraiby, Daham Kandanarrachchi, Shakeel Hussain Khan, Ramzi Marouani, Rachel Ruhomon, Wade Lewin, Andrew Dunkelberger, Roysten Gooden, David Orrells, Levente Jakab, Amar Bains, Daniel Hayde, Lee Admassie, Neal Piron, Agatha Ezzedine, Ben Sura, Mahmoud Elmesiry, Yvonne Pexton, Sunil Kumar, Mandana Ghomshei, Joseph Alex Pacquette Hinds, Stefan Capper"
23,Aladdin,128.0,"Adventure,Comedy,Family","Nov 11, 1992",28000000,217350219,504050219,476050219,G,"John Musker, Ron Clements","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, John Freeman, Gilbert Gottfried, Lea Salonga, Brad Kane, Frank Welker, Douglas Seale, Charlie Adler, Philip L. Clarke, Jack Angel, Corey Burton, Philip Clarke, Jennifer Darling, Debi Derryberry, Bruce Gooch, Jerry Houser, Vera Lockwood, Sherry Lynn, Albert Tavares, Mickie T. McGowan, Patrick Pinney, Phil Proctor, David Friedman"
24,Despicable Me,95.0,"Animation,Comedy,Family","Jul 9, 2010",69000000,251513985,543464573,474464573,PG,"Pierre Coffin, Chris Renaud","Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Pierre Coffin, Chris Renaud, Jemaine Clement, Jack McBrayer, Danny McBride (IV), Mindy Kaling, Rob Huebel, Ken Daurio, Ken Jeong"
25,Hotel Transylvania 3: Summer Vacation,97.0,"Adventure,Animation,Comedy","Jul 13, 2018",65000000,167500092,527079962,462079962,PG,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Mel Brooks"
26,The Smurfs,103.0,"Adventure,Animation,Comedy","Jul 29, 2011",110000000,142614158,563749323,453749323,PG,Raja Gosnell,"Neil Patrick Harris, Sofía Vergara, Jayma Mays, Tim Gunn, Jonathan Winters, Katy Perry, Alan Cumming, Fred Armisen, George Lopez, Paul Reubens, Anton Yelchin, Kenan Thompson, Jeff Foxworthy, John Oliver, Wolfgang Puck, Gary Basaraba, B.J. Novak, Tom Kane, John Kassir, Joel McCrary, Frank Welker, Madison McKinley, Meg Phillips, Julie Chang, Roger Clark, Mark Doherty, Minglie Chen, Sean Kenin, Victor Pagan, Mahadeo Shivraj, Adria Baratta, Paula Pizzi, Andrew Sellon, Julianna Rigoglioso, Daria Rae Figlio, Bradley Gosnell, Heidi Armbruster, Finnerty Steeves, John Speredakos, Skai Jackson, Alex Hall, Eric Redgate, Jojo Gonzalez, Scotty Dillin, Tyree Michael Simpson, Sean Ringgold, Mario D'Leon, Liz Smith, Tom Colicchio, Michael Musto, Joan Rivers, Olivia Palermo, Julia T. Enescu, Lauren Waggoner, Mr. Krinkle, Hank Azaria"
27,La La Land,128.0,"Comedy,Drama,Music","Dec 9, 2016",20000000,151101803,426351163,406351163,PG-13,Damien Chazelle,"Ryan Gosling, Emma Stone, John Legend, J.K. Simmons, Rosemarie DeWitt, Finn Wittrock, Callie Hernandez, Sonoya Mizuno, Jessica Rothe, Tom Everett Scott, Josh Pence, Amiée Conn, Terry Walters, Claudine Claudio, Thom Shelton, Jason Fuchs, Cinda Adams, Olivia Hamilton, Anna Chazelle, D.A. Wallach, Damon Gupton, Christopher Michael Stevens, R. Keith Harris, Kaveh Rastegar, David Douglas, Nicole Coulon, Miles Anderson, John Hindman, Valarie Rae Miller, Zoe Hall, Shaylah J. Stevens, Natalie Imani, Briana Lee, Bobo Chang, Robert Haynes, Nicole Wolf, Corrin Evans, Camryn Ray Cavaliero, Eddie Clifton, Cal Bennett, Nerda Wheeler, Javier González, Khirye Tyler, Arthur Horowitz"
28,Iron Man,84.0,"Comedy,Drama,Family","May 2, 2008",186000000,318604126,585171547,399171547,PG-13,,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub, Faran Tahir, Clark Gregg, Bill Smitrovich, Sayed Badreya, Peter Billingsley"
29,Hotel Transylvania 2,89.0,"Animation,Comedy,Family","Sep 25, 2015",80000000,169700110,469500298,389500298,PG,Genndy Tartakovsky,"Kevin James, David Spade, Chris Kattan, Julia Wolov, Jonny Solomon, Sadie Sandler, Sunny Sandler, Jon Lovitz, Robert Smigel, Rose Abdoo, Luenell, Jared Sandler, Melissa Sturm, Jennifer Lyter, Paul Brittain, Nick Swardson, Chris Parnell, Doug Dale, Jennifer Lyter, Ethan Smigel, Roey Smigel, Allen Covert, Ethan Smigel, Roey Smigel, Selena Gomez, Steve Buscemi, Adam Sandler, Andy Samberg, Keegan-Michael Key, Asher Blinkoff, Fran Drescher, Molly Shannon, Megan Mullally, Nick Offerman, Dana Carvey, Rob Riggle, Mel Brooks"
30,Ant-Man,117.0,"Action,Adventure,Comedy","Jul 17, 2015",130000000,180202163,518858449,388858449,PG-13,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Michael Peña, Hayley Atwell, Bobby Cannavale, Judy Greer, David Dastmalchian, Wood Harris, John Slattery, Jordi Molla, T.I., Abby Ryder Fortson, Gregg Turkington, Martin Donovan, Vanessa Ross, Sam Medina, Bari Suzuki, Joe Chrest, P.T., Rod Hallett, Kourtney Shales, Zack Duhame, Alphonso A'Qen-Aten Jackson, Christina July Kim, Carlos Aviles, Aaron Saxton, Raul Colon, Fred Galle, Jim R. Coleman, Robert Crayton, Desmond Phillips, Steven Wiig, Laidee P. Jas, Leilani Amour Arenzana, Mahal Montoya, Bradley Bowen, Adam Reeser, Chace Beck, Jessejames Locorriere, Joe Bucaro III, Etienne Vick, Erik Betts, Kimberly Tran, Michael Zovistoski, Amor Owens, Walter Hendrix, III, Joel Hebner, Jonathan Roger Neal, DuRa Brown, Erick Wofford, Neal Genys, Zamani Wilder, Teddy Williams, Chuck David Willis, Hayley Gagner, Garrett H. Dumas, Mike Benitez, Scott Ledbetter, Kylen Davis, Richard Pis, Thomas Dalby, Fernando Martínez, Jonathan S. Kennedy, Shafayat Ahmed, Jason Speer, Diego Ward, Blake Sewell, Steve Warky Nunez, Larry Kitagawa, Debi Kimsey, Cesar Mendoza, Kevin Buttimer, Benito M. Selim, Ray Benitez, Tahseen Ghauri, Bobby Ysip, Lori D. Dotson, Brian Gonzalez, Michael A. Cook, Matthew Sleepy Davis, Sean Boncato, Brian H. Kim, Ed Moye, Joseph Craig"
31,The Boss Baby,97.0,"Adventure,Animation,Comedy","Mar 31, 2017",125000000,175003033,510878762,385878762,PG,Tom McGrath,"Miles Christopher Bakshi, James McGrath, Eric Bell Jr., David Soren, Eric Bell, Jr., Edie Mirman, James Ryan, Walt Dohrn, Jules Winter, Nina Zoe Bakshi, Tom McGrath, Brian Hopkins, Glenn Harmon, Joseph Izzo, Chris Miller, Christopher Miller, Andrea Montana Knoll, Chloe Albrecht, Lisa Kudrow, Alec Baldwin, Tobey Maguire, Jimmy Kimmel, Steve Buscemi, Conrad Vernon, ViviAnn Yee"
32,Rio 2,101.0,"Adventure,Animation,Comedy","Apr 11, 2014",130000000,131538435,492846291,362846291,G,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am, Jamie Foxx, George Lopez, Tracy Morgan, Jemaine Clement, Rodrigo Santoro, Leslie Mann, Jake T. Austin, Natalie Morales, Rita Moreno, Rachel Crow, Amandla Stenberg, Pierce Gagnon, Andy Garcia, Janelle Monáe, Kristin Chenoweth, Bruno Mars, Bebel Gilberto, Carlinhos Brown, Jim Conroy, Bernardo De Paula, Nola Donkin, Miguel Ferrer, Jeff Garcia, Jason Harris, Amy Heidemann, Kevin W. Keane, Philip Lawrence Qualmann, Gracinha Leporace, Sergio Mendes, Kate Micucci, Pablo Ramírez, Marco Antonio Regil, Peter Pamela Rose, Carlos Saldanha, Sofia Scarpa Saldanha, Manoela Scarpa Saldanha, Rafael Scarpa Saldanha, Cindy Slattery, Randy Thom, Claira Nicole Titman, Miriam Wallen"
33,Cars 2,106.0,"Adventure,Animation,Comedy","Jun 24, 2011",200000000,191450875,560155383,360155383,G,"John Lasseter, Brad Lewis","John Turturro, Eddie Izzard, Michael Caine, Emily Mortimer, Bonnie Hunt, Tony Shalhoub, Cheech Marin, Jason Isaacs, Joe Mantegna, Peter Jacobson, Thomas Kretschmann, Paul Dooley, Jenifer Lewis, Katherine Helmond, Franco Nero, Vanessa Redgrave, Michel Michelis, Jeff Gordon, Darell Waltrip, David Hobbs, Jeff Garlin, Sig Hansen, Brent Musberger, Guido Quaroni, Lloyd Sherr, John Ratzenberger, Michael Wallis, Bruce Campbell, Lewis Hamilton, Teresa Gallagher, Richard Kind, Brad Lewis, John Mainieri, Edie McClurg, Velibor Topic, Stanley Townsend, Patrick Walker, Owen Wilson, Larry The Cable Guy"
34,Teenage Mutant Ninja Turtles,101.0,"Action,Adventure,Comedy","Aug 8, 2014",125000000,191204754,485004754,360004754,PG-13,Jonathan Liebesman,"Megan Fox, Pete Ploszek, Jeremy Howard, Noel Fisher, Will Arnett, Danny Woodburn, William Fichtner, Whoopi Goldberg, Tohoru Masamune, Minae Noji, Abby Elliott, Madison Mason, Taran Killam, K. Todd Freeman, Paul Fitzgerald, Malina Weissman, Venida Evans, Mikal A. Vega, Harley Pasternak, Braeson Herold, Chris Wylde, Chance Kelly, Rick Chambers, Leyna Nguyen, Derek Mears, Alan Ritchson, Johnny Knoxville, Tony Shalhoub"
35,Tangled,100.0,"Adventure,Animation,Comedy","Nov 24, 2010",260000000,200821936,586477240,326477240,PG,"Nathan Greno, Byron Howard","Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein, Nathan Greno, Byron Howard, Tim Mertens, Bob Bergen, Susanne Blakeslee, June Christopher, Roy Conli, Susan Blakeslee, David Cowgill, Terri Douglas, Chad Einbinder, Patrick Fraley, Eddie Frierson, Jackie Gonneau, Nicholas Guest, Bridget Hoffman, Anne Lockhart, Mona Marshall, Scott Menville, Daniel A. Kaz, Laraine Newman, Paul Pape, Lynwood Robinson, Fred Tatasciore, Hynden Walch, Kari Wahlgren"
36,Kingsman: The Secret Service,129.0,"Action,Adventure,Comedy","Feb 13, 2015",94000000,128261724,404561724,310561724,R,Matthew Vaughn,"Taron Egerton, Colin Firth, Mark Hamill, Samuel L. Jackson, Jack Davenport, Michael Caine, Mark Strong (II), Sofia Boutella, Samantha Womack, Sophie Cookson, Geoff Bell, Corey Johnson, Jack Cutmore-Scott, Edward Holcroft, Alex Nikolov, Velibor Topic, Jordan Long, Jonno Davies"
37,What Women Want,116.0,"Comedy,Romance,Sci-Fi","Dec 15, 2000",65000000,182805123,374105123,309105123,NR,Chen Daming,"Andy Lau, Li Gong, Li Cheng Yuan, Julian Chen, Russell Wong, Li Chengru, Wang Deshun, Hu Jing"
38,What Women Want,116.0,"Comedy,Romance,Sci-Fi","Dec 15, 2000",65000000,182805123,374105123,309105123,PG-13,Nancy Meyers,"Helen Hunt, Mel Gibson, Marisa Tomei, Alan Alda, Ashley Johnson, Mark Feuerstein, Lauren Holly, Delta Burke, Valerie Perrine, Lisa Edelstein, Ana Gasteyer, Loretta Devine, Judy Greer, Sarah Paulson, Andrea E. Taylor, Diana Maria Riva, Bette Midler, Alexondra Lee, Andrea Taylor, Eric Balfour, John Frazier, Joe Petcka, Brian Callaway, Coby Goss, Christian Michel, Perry Cavitt, Crystal McKinney, Jeanine Renick, Kathrin Lautner, Logan Lerman, Kelly Cooper, Palmer Davis, Katie Miller, Dana Waters, Gregory Cupoli, Aviva Gale, Shirley Prestia, T.J. Thyne, Norman H. Smith, Audrey Wasilewski, Angela Oh, Robert Briscoe Evans, Chris Rolfes, Katie Kneeland, Jeanine O'Connell, Kelley Hazen, Brooke Elliott, Kristina Martin, Harmony Rousseau, Lisa Long, Heidi Helmer, Marla Martensen, Sally Meyers-Kovler, Ashley Quirico, Regan Rohde, Liz Tannenbaum, LeShay Tomlinson, Cristine Rose, Arden Myrin, Rachel Duncan, Alex McKenna, Regiane Gorksi, Juliandra Gillen, Lisa Anne Hillman, Tracy Pacheco, Ashlee Turner, Jamie Gutterman, Maggie Egan, Juanita Jennings, Robin Pearson Rose, Hallie Meyers-Shyer, Laura Quicksilver, Kate Asner, Caryn Greenhunt, Jennifer Greenhut, Marnie Mosiman, Sierra Pecheur, Nnenna Freelon, Gil Hacohen, Nancy Monsarat, Jacqueline Thomas, Rory Rubin, Chris Emerson, Victoria Kelleher, Gertrude Wong, Andi Eystad"
39,Kingsman: The Golden Circle,141.0,"Action,Adventure,Comedy","Sep 22, 2017",104000000,100234838,408803696,304803696,R,Matthew Vaughn,"Colin Firth, Julianne Moore, Taron Egerton, Mark Strong (II), Halle Berry, Elton John, Channing Tatum, Jeff Bridges, Edward Holcroft, Michael Gambon, Poppy Delevingne"
40,Green Book,130.0,"Biography,Comedy,Drama","Nov 16, 2018",23000000,85080171,322034439,299034439,PG-13,Peter Farrelly,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Don Stark, Sebastian Maniscalco, Dimiter D. Marinov, Mike Hatton, P.J. Byrne, Joe Cortese, Von Lewis, Brian Stepanek, Geraldine Singer, Iqbal Theba, David Kallaway, Tom Virtue, Paul Sloan"
41,Ice Age: Collision Course,94.0,"Adventure,Animation,Comedy","Jul 22, 2016",105000000,64063008,402156682,297156682,PG,Mike Thurmeier,"Jessie J, Robert Cardone, Andrew Christopher Nichols, Casey M. Roberts, Lilly Singh, Randy Thom"
42,Peter Rabbit,95.0,"Adventure,Animation,Comedy","Feb 9, 2018",50000000,115234093,347136477,297136477,PG,Will Gluck,"Rose Byrne, Domhnall Gleeson, Sam Neill, Daisy Ridley, Elizabeth Debicki, Margot Robbie, James Corden"
43,Hotel Transylvania,91.0,"Animation,Comedy,Family","Sep 28, 2012",85000000,148313048,378505812,293505812,PG,Genndy Tartakovsky,"Adam Sandler, Selena Gomez, Andy Samberg, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, Cee-Lo Green, Jon Lovitz, Brian George, Luenell, Jim Wise, Brian Stack, Chris Parnell, Jackie Sandler, Sadie Sandler, Robert Smigel, Rob Riggle, Paul Brittain, Jonny Solomon, Craig Kellman, Brian McCann, James Williams, David Koechner"
44,22 Jump Street,112.0,"Action,Comedy,Crime","Jun 13, 2014",50000000,191719337,331333876,281333876,R,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Peter Stormare, Ice Cube, Amber Stevens, Wyatt Russell, Jillian Bell, Keith Lucas, Kenny Lucas, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Marc Evan Jackson, Joe Chrest, Eddie Fernandez, Eddie J. Fernandez, Rye Rye, Johnny Pemberton, Stanley Wong, Dax Flame, Diplo, Tyler Forrest, John Bostic, Richard Grieco, Dustin Nguyen, Ian Hoch, Kate Adair, Drew Cross, Katrina DeSpain, Oscar Gale, Janeline Condez Hayes, Jackie Bohne, Jason Richard Allan Foster, Toby Nichols, Toby Holguin, Eddie Perez, Mickey Facchinello, Tom Ventura, Brian Schacter, Brian Schachter"
45,The Angry Birds Movie,97.0,"Action,Animation,Comedy","May 20, 2016",73000000,107509366,352327887,279327887,PG,"Clay Kaytis, Fergal Reilly","Danny McBride (IV), Maya Rudolph, Keegan-Michael Key, Kate McKinnon, Tony Hale, Romeo Santos, Blake Shelton, Charli XCX, Adam Brown, Ava Acres, Malena Brewer, Clay Kaytis, Matt McCarthy, Vincent Oswald, Fergal Reilly, Samantha F. Cohen, Kevin Bigley, Matt Taylor, Bella Laudiero, Eileen Marra, Indra Raval, Joaquin Raval, Sofie Wolfe, Jason Sudeikis, Josh Gad, Bill Hader, Peter Dinklage, Sean Penn, Hannibal Buress, Ike Barinholtz, Tituss Burgess, Ian Hecox, Anthony Padilla"
46,Shazam!,132.0,"Action,Adventure,Comedy","Apr 5, 2019",85000000,139606856,362899733,277899733,PG-13,David F. Sandberg,"Zachary Levi, Mark Strong (II), Asher Angel, Jack Dylan Grazer, Djimon Hounsou, Faithe Herman, Grace Fulton, Ian Chen, Jovan Armand, Marta Milans, Cooper Andrews, Ron Cephas Jones, Michelle Borth, Meagan Good, Adam Brody, Ross Butler, Stephannie Hawkins, Lovina Yavari, D.J. Cotrona, Natalia Safran, John Glover, Caroline Palmer, Ava Preston, Evan Marsh, Cassandra Ebner, Andi Osho, Mitra Suri, Lotta Losten, Shayna Ryan, Heather Capuano, Cyndy Day, David Kohlsmith, Rachel Boyd, Rachel Boyde, Ethan Pugiotto, Angelica Lisk, Sara Bennani, Kerri Kamara, Krystal Kiran Garib, Simon Northwood, Paloma Nunez, Lou Lou Safran, Brian Kaulback, Carson Manning, Harper Gunn, Ali Badshah, John Stead, Adam Rodness, Jeff Sanca, David J. MacNeil, Jesse Bond, Stephen Alexander, Tosh Robertson, Pamela Matthews, Dana Reznik"
47,Chicago,,"Comedy,Crime,Drama","Dec 27, 2002",30000000,170687518,306770545,276770545,PG-13,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, John C. Reilly, Dominic West, Christine Baranski, Lucy Liu, Taye Diggs, Colm Feore, Roman Podhora, Ekaterina Chtchelkanova, Deidre Goodwin, Rob Smith, Denise Faye, Mya, Susan Misner, Cliff Saunders, Chita Rivera, Robbie Rox, Ken Ard, Marc Calamia, Sebastian Lacause, Scott Wise, Mike Haddad, Sean Wayne Doyle, Steve Behal, Joseph Scoren, Bruce Beaton, Joey Pizzi, Jayne Eastwood"
